,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18
0,21,2_1_1_1_1,1.0,0.8,0.0,0.58,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.07,0.09,0.09,0.01
1,21,2_1_1_1_2,1.0,1.16,0.0,0.75,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.09,0.08,0.09,0.01
2,21,2_1_1_1_3,1.0,1.58,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.11,0.13,0.14,0.01
3,21,3_1_1_1_1,1.0,0.95,0.0,0.72,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.08,0.13,0.13,0.01
4,21,3_1_1_1_2,1.0,1.53,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.11,0.22,0.24,0.01
5,21,2_1_2_1_1,1.0,0.81,0.0,0.55,0.0,1.64,0.0,0.0,5.27,0.0,0.03,0.0,5.4,0.0,0.01,5.37
6,21,2_1_3_1_1,1.0,0.8,0.0,0.54,0.0,1.62,0.0,0.0,5.3,0.0,0.01,0.0,5.37,0.0,0.0,5.37
7,21,2_2_1_1_1,1.0,0.96,0.0,0.64,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.08,0.64,0.63,0.01
8,21,2_3_1_1_1,1.0,0.98,0.0,0.67,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.08,0.72,0.79,0.01
9,21,2_2_2_1_1,1.0,0.95,0.0,0.64,0.0,1.87,0.06,0.05,5.97,0.74,0.01,0.71,6.09,0.72,0.73,6.0
10,21,2_2_3_1_1,1.0,0.95,0.0,0.67,0.0,1.84,0.06,0.05,7.71,0.73,0.01,0.7,6.26,0.76,0.75,6.18
11,21,2_3_2_1_1,1.0,0.95,0.0,0.63,0.0,1.87,0.06,0.05,6.51,0.72,0.01,0.7,5.54,0.74,0.7,5.43
12,21,2_3_3_1_1,1.0,0.95,0.0,0.71,0.0,1.85,0.18,0.06,6.03,0.82,0.01,0.72,6.16,0.72,0.75,5.99
13,22,2_1_1_1_1,1.0,0.84,,0.01,0.0,,,,,,,,,,,
14,22,2_1_1_1_2,1.0,1.18,,0.02,0.0,,,,,,,,,,,
15,22,2_1_1_1_3,1.0,1.58,,0.03,0.0,,,,,,,,,,,
16,22,3_1_1_1_1,1.0,0.93,,0.02,0.0,,,,,,,,,,,
17,22,3_1_1_1_2,1.0,1.54,,0.02,0.0,,,,,,,,,,,
18,22,2_1_2_1_1,1.0,0.81,,0.55,0.0,,,,,,,,,,,
19,22,2_1_3_1_1,1.0,0.82,,0.54,0.0,,,,,,,,,,,
20,22,2_2_1_1_1,1.0,0.98,,0.03,0.0,,,,,,,,,,,
21,22,2_3_1_1_1,1.0,0.96,,0.02,0.0,,,,,,,,,,,
22,22,2_2_2_1_1,1.0,0.96,,0.63,0.0,,,,,,,,,,,
23,22,2_2_3_1_1,1.0,0.95,,0.63,0.0,,,,,,,,,,,
24,22,2_3_2_1_1,1.0,0.94,,0.77,0.0,,,,,,,,,,,
25,22,2_3_3_1_1,1.0,0.94,,0.62,0.0,,,,,,,,,,,
26,21,2_1_1_1_1,1.0,0.84,,0.58,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.07,0.09,0.09,0.01
27,21,2_1_1_1_2,1.0,1.15,,0.75,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.09,0.08,0.09,0.01
28,21,2_1_1_1_3,1.0,1.54,,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.11,0.13,0.14,0.01
29,21,3_1_1_1_1,1.0,0.93,,0.72,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.08,0.13,0.13,0.01
30,21,3_1_1_1_2,1.0,1.51,,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.11,0.22,0.24,0.01
31,21,2_1_2_1_1,1.0,0.79,,0.55,0.0,1.64,0.0,0.0,5.27,0.0,0.03,0.0,5.4,0.0,0.01,5.37
32,21,2_1_3_1_1,1.0,0.79,,0.54,0.0,1.62,0.0,0.0,5.3,0.0,0.01,0.0,5.37,0.0,0.0,5.37
33,21,2_2_1_1_1,1.0,0.93,,0.64,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.08,0.64,0.63,0.01
34,21,2_3_1_1_1,1.0,0.92,,0.67,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.08,0.72,0.79,0.01
35,21,2_2_2_1_1,1.0,0.93,,0.64,0.0,1.87,0.06,0.05,5.97,0.74,0.01,0.71,6.09,0.72,0.73,6.0
36,21,2_2_3_1_1,1.0,0.92,,0.67,0.0,1.84,0.06,0.05,7.71,0.73,0.01,0.7,6.26,0.76,0.75,6.18
37,21,2_3_2_1_1,1.0,0.91,,0.63,0.0,1.87,0.06,0.05,6.51,0.72,0.01,0.7,5.54,0.74,0.7,5.43
38,21,2_3_3_1_1,1.0,0.92,,0.71,0.0,1.85,0.18,0.06,6.03,0.82,0.01,0.72,6.16,0.72,0.75,5.99
39,22,2_1_1_1_1,1.0,0.81,,0.01,0.0,,,,,,,,,,,
40,22,2_1_1_1_2,1.0,1.47,,0.02,0.0,,,,,,,,,,,
41,22,2_1_1_1_3,1.0,2.08,,0.03,0.0,,,,,,,,,,,
42,22,3_1_1_1_1,1.0,0.92,,0.02,0.0,,,,,,,,,,,
43,22,3_1_1_1_2,1.0,1.49,,0.02,0.0,,,,,,,,,,,
44,22,2_1_2_1_1,1.0,0.8,,0.55,0.0,,,,,,,,,,,
45,22,2_1_3_1_1,1.0,0.93,,0.54,0.0,,,,,,,,,,,
46,22,2_2_1_1_1,1.0,1.13,,0.03,0.0,,,,,,,,,,,
